followpa,readnews,tvnews,internet,contact,attend,contrib,workpol,joinint,regist,vote,union,profsoc,relorg,fratgrp,servgrp,polgrp,vetgrp,collgrp,neihgrp,schlgrp,ythgrp,sprtgrp,feegrps,board,attnrel,trustoff,obggrps,oppsucc,incdiff,haves,ineqinc,ineqfut,curinc,achieve,hardwork,classdiv,afirmact,upmobil,dwnmobil,gvtdomor,govtprog,headst,medicaid,fdstamp,welfare1,pubhous,schaid,collgrnt,socsec,medicare,medaid2,welfare2,eitc,collgrt2,stuloans,vetben,unemploy,govtpen,wrkcomp,fdstmp2,pubhou2,busloan,gibill,mtgdedt,headst2,wic,disabity,ptyid,politics,pres,longlive,worksit,healthin,maritial,children,race,econsit,feconsit,parents,coecosit,educ,agerec,courtnew,partback,judgelec,votejude,stjudele,goodjudg,coconfli,viewjudg,judgshie,judbckgr,ampeople,corctdec,judgacct,persbelf,mediacov,income,sexrec,tzone,agegrp,allwt,socsecsf,medcrsf,medcdsf,welfself,EITCself,colgself,stulnsel,vetbself,unempsel,govpensf,wkcmpsef,fdstpsel,pubhsslf,buslnsf,gibilsef,mtgdself,hdstrtsf,wicself,disblsef,soccitzn,soccit2,grntloan,votealwy,votescal,meantest,nonmeans,educrcd,incomercd,follorcd,trustofrd,gvtdomor2,govtprog2,unionrcd,nonmean2,meantst2,govprogr,sexrd,agerd,ptyidrd,polorit,oppsucrd,incdiffrd,havercd,ineqinrd,upmobrd,dwnmobrd,healthrcd,college,partyrd,partyrd2,govprord,income2,meantst3,over50,income4rcd
2,5,1,5,0,0,0,0,0,4,NA,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,3,1,NA,1,2,2,2,3,1,2,2,2,1,1,1,1,1,4,4,1,4,4,1,1,1,1,4,4,4,4,1,4,4,4,1,3,1,35,2,3,2,1,1,3,3,2,3,1,53,2,1,2,2,NA,3,3,3,2,1,NA,1,1,1,2,1,1,C,3,2,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,8,3,0,0,NA,1,7,1,1,3,1,2,3,0,7,1,1,1,53,1,3,2,2,1,1,2,2,1,3,1,1,0,1,0,1,1
1,4,5,5,1,0,1,1,0,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,6,NA,1,3,3,1,1,2,1,2,NA,NA,NA,2,2,1,NA,1,2,1,2,1,1,1,1,1,4,4,4,1,4,1,2,4,4,4,4,4,1,4,4,4,4,1,NA,2,10,4,3,4,1,2,2,2,2,1,4,82,2,2,NA,1,NA,3,NA,3,1,1,2,1,2,1,2,3,2,P,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,3,1,1,3,1,4,4,3,4,NA,3,NA,0,4,0,NA,2,82,1,NA,3,3,1,1,2,2,1,3,1,1,NA,3,0,1,3
1,1,1,2,0,0,0,0,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,3,1,4,2,4,4,1,2,4,4,4,4,4,4,4,4,4,2,4,4,4,1,2,2,30,1,2,4,1,2,2,2,2,2,3,60,1,1,1,1,2,2,2,3,2,1,2,2,2,1,2,4,2,C,4,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,3,4,4,0,3,1,0,0,1,3,2,60,1,2,2,3,1,1,1,2,1,3,1,1,1,4,0,1,3
1,1,1,1,0,0,1,0,0,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,3,3,1,3,1,1,2,1,2,2,2,2,NA,1,1,1,1,1,1,1,1,1,3,3,4,4,4,3,1,1,4,4,4,4,4,3,1,4,4,4,1,1,2,45,1,3,2,1,2,3,1,3,2,3,50,2,2,2,2,NA,2,2,3,2,1,2,1,2,1,2,6,1,E,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,8,3,1,1,3,1,6,3,6,4,1,NA,1,0,7,1,3,1,50,1,1,3,3,1,3,2,2,1,3,1,1,1,5,1,1,4
2,1,1,NA,1,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,3,NA,1,3,NA,2,1,NA,3,3,1,1,3,2,2,2,2,2,1,2,4,4,4,1,1,4,4,4,4,2,2,4,4,4,2,4,4,1,1,2,45,4,2,2,1,2,3,2,2,1,1,76,3,1,1,2,NA,2,NA,1,1,1,1,1,1,1,NA,2,1,E,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,3,1,1,1,2,3,0,1,1,0,2,0,3,1,76,1,1,3,2,1,3,NA,3,1,2,1,1,1,2,0,1,2
1,2,1,1,0,0,0,0,0,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,2,1,1,2,1,1,1,1,3,2,2,1,1,1,1,1,1,2,3,2,2,2,2,3,4,2,2,4,4,2,4,4,2,4,4,3,4,4,1,2,1,5,3,2,5,1,2,3,1,1,2,2,52,3,2,1,2,NA,1,3,1,2,1,2,1,2,2,2,2,2,C,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,2,0,2,2,4,0,2,1,0,0,2,3,2,52,1,2,3,1,2,1,3,2,1,1,1,1,1,2,1,1,2
2,2,1,5,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,51,1,3,1,1,2,3,3,3,1,1,2,1,2,1,2,1,1,E,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,0,1,1,3,1,3,1,0,0,1,3,1,51,1,1,2,2,2,1,1,1,0,3,1,1,1,1,0,1,1
1,1,1,4,1,0,1,0,0,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,5,NA,3,2,3,1,1,1,1,3,1,1,1,1,2,2,1,1,1,1,1,NA,1,1,3,3,4,4,4,1,2,1,4,4,4,4,4,4,1,1,4,4,4,1,2,2,35,4,3,2,1,2,1,3,1,1,4,70,1,1,2,1,2,2,3,3,1,NA,2,2,2,NA,NA,4,1,E,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,6,3,1,1,3,1,5,4,4,4,NA,2,1,0,5,0,3,1,70,1,2,2,3,1,1,1,2,1,3,1,1,1,4,0,1,3
1,4,1,5,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,NA,1,2,2,2,2,NA,1,1,2,3,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,4,1,4,4,1,1,4,4,4,4,4,1,1,NA,NA,20,3,1,1,1,1,1,1,2,2,2,53,2,2,NA,1,2,2,3,4,1,NA,2,1,2,1,1,1,1,E,3,2,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,10,3,1,1,3,6,2,2,1,4,1,3,2,0,3,5,2,1,53,1,NA,2,NA,1,2,2,3,0,3,1,1,0,1,4,1,1
1,1,1,5,0,1,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,3,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,4,4,NA,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,2,65,4,3,2,1,2,3,3,3,3,1,67,2,1,1,1,3,3,1,2,1,2,1,1,1,1,2,1,1,C,4,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,1,3,NA,2,1,1,4,0,3,1,0,2,NA,3,1,67,1,NA,3,3,1,1,3,1,1,3,1,1,1,1,0,1,1
2,4,2,5,0,0,0,0,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,6,2,3,1,3,1,1,1,1,3,1,1,2,1,2,3,3,1,1,1,2,2,1,1,2,2,4,4,2,4,4,2,3,4,4,4,4,4,2,4,4,4,4,1,1,2,8,1,1,1,2,2,2,3,2,3,1,53,3,2,3,1,2,2,3,2,1,1,2,2,2,1,1,2,1,E,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,2,3,0,1,3,1,1,0,1,1,53,1,1,1,3,1,1,1,2,0,3,1,1,0,2,0,1,2
2,5,1,4,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,5,2,2,1,1,1,NA,1,1,3,1,1,1,2,2,1,3,1,1,1,1,2,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,3,1,7,4,2,2,2,2,1,2,1,1,1,64,3,1,1,1,3,2,3,3,1,1,1,1,1,1,1,1,2,C,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,3,0,1,3,1,3,1,1,3,0,3,3,0,3,1,1,2,64,1,3,1,1,1,NA,2,2,1,3,1,1,0,1,1,1,1
1,5,1,5,0,0,1,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,NA,NA,2,NA,NA,2,3,1,NA,1,1,3,1,1,1,1,1,1,2,1,1,1,1,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,78,5,2,5,1,2,2,2,1,1,2,75,3,NA,1,NA,NA,3,NA,3,1,1,1,1,1,1,2,2,2,E,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,3,1,2,2,2,4,0,3,1,0,3,1,3,2,75,1,1,NA,NA,2,NA,1,3,1,3,1,1,1,2,0,1,2
2,2,1,2,0,0,1,0,0,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,3,2,2,2,2,1,3,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,2,2,2,2,4,4,1,4,4,4,1,4,1,4,4,4,4,1,4,4,4,1,2,2,28,1,2,2,1,2,3,1,1,2,2,53,2,2,1,1,2,2,NA,2,1,1,1,2,2,1,1,3,2,E,3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,2,0,0,2,1,3,2,3,3,0,3,3,0,3,1,1,2,53,1,2,2,2,1,3,1,2,1,2,1,1,0,3,0,1,3
1,1,1,1,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,NA,1,1,1,1,2,1,1,NA,2,NA,1,1,1,NA,NA,1,2,NA,NA,3,3,4,4,3,2,4,4,2,4,2,4,4,4,4,2,4,4,4,1,2,2,67,4,3,2,1,2,2,3,1,NA,1,67,2,2,NA,2,NA,3,3,1,1,1,1,1,2,NA,2,2,2,C,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,1,2,1,2,4,0,3,1,0,2,1,3,2,67,1,2,3,NA,1,1,2,NA,1,NA,1,1,1,2,0,1,2
2,1,1,4,1,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,3,1,1,1,2,3,1,3,1,2,1,2,1,1,1,2,2,2,4,2,4,4,4,3,4,2,2,4,4,4,2,2,2,2,1,1,2,56,1,1,4,1,2,1,2,3,1,2,56,2,1,1,2,NA,3,3,3,2,2,1,2,2,1,2,2,2,E,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,2,2,3,0,3,3,0,1,0,1,2,56,1,1,1,1,1,2,2,3,0,3,1,1,0,2,0,1,2
3,1,4,4,0,0,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,6,2,2,1,2,1,1,3,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,1,2,1,4,1,2,4,1,4,4,4,4,4,4,4,2,4,4,1,1,2,51,1,3,2,1,2,1,2,1,2,2,51,1,1,1,1,1,2,3,3,1,1,2,1,2,1,2,3,1,E,3,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,1,3,2,2,2,3,2,0,3,1,0,2,1,3,1,51,1,1,1,2,1,1,2,2,1,3,1,1,1,3,1,1,3
1,3,1,5,NA,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,3,1,2,1,1,NA,1,3,3,2,1,2,1,NA,1,1,1,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,12,4,5,1,2,2,2,1,2,1,1,78,3,NA,1,1,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,E,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,1,2,1,NA,4,1,3,3,0,2,1,1,2,78,1,2,2,1,2,1,1,NA,1,3,1,1,0,NA,0,1,NA
1,1,1,4,0,0,0,0,0,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,3,3,1,3,3,1,3,1,2,1,1,3,1,1,1,1,1,1,3,1,1,1,1,4,4,4,2,2,1,4,2,4,4,4,4,1,4,4,4,4,1,1,2,24,4,2,2,1,2,2,3,1,2,4,81,1,1,1,1,3,2,3,1,1,1,2,1,2,1,2,3,1,E,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,3,0,4,4,3,4,1,3,1,0,4,0,3,1,81,1,1,3,3,1,3,1,3,1,3,1,1,1,3,0,1,3
1,1,1,1,0,0,1,0,0,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,3,1,1,2,3,1,1,1,1,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,4,4,4,4,2,4,4,2,4,4,4,2,4,4,4,4,4,1,1,2,2,1,2,2,1,2,2,2,1,1,4,59,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,NA,4,1,3,2,0,0,0,2,NA,59,1,1,2,3,1,1,2,2,1,3,1,1,0,NA,0,1,NA
1,3,1,5,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,3,3,1,3,2,1,3,1,1,1,NA,NA,1,2,1,1,1,2,1,1,1,2,2,3,4,1,1,1,4,4,4,4,1,4,4,4,4,4,4,4,1,2,2,2,4,5,3,1,1,3,1,2,3,2,54,1,1,1,1,2,3,2,3,1,1,1,1,1,1,2,1,2,P,3,3,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1,1,3,4,0,2,1,4,0,3,2,0,1,3,2,2,54,1,2,3,3,1,3,NA,NA,1,3,1,1,0,1,2,1,1
1,1,1,4,0,1,1,0,0,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,6,2,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,1,1,2,10,4,3,2,1,2,2,2,1,2,4,76,1,1,2,2,NA,2,3,3,1,1,NA,1,2,1,2,4,2,Z,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,1,3,0,3,4,4,4,0,3,1,0,4,0,3,2,76,1,1,2,2,1,1,2,2,1,3,1,1,1,4,0,1,3
1,1,1,5,1,0,0,0,0,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,NA,1,1,1,1,2,1,2,1,NA,NA,2,2,1,1,1,2,1,1,1,1,1,4,4,NA,2,2,4,4,4,4,4,4,4,2,NA,4,4,4,1,3,2,60,4,6,5,1,2,2,2,1,3,2,82,1,2,1,1,1,2,NA,3,1,NA,2,2,2,2,2,1,2,E,4,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,0,1,3,NA,NA,2,1,4,1,2,2,1,NA,NA,2,2,82,1,3,1,NA,1,1,NA,NA,1,3,1,1,0,1,0,1,1
1,1,1,5,1,0,0,1,0,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,1,3,1,3,1,1,3,2,3,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,4,1,4,2,4,1,4,4,4,1,4,4,1,4,4,4,1,2,2,40,4,6,2,1,1,1,2,1,2,1,79,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,2,1,E,4,3,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,7,3,0,1,3,3,4,1,2,4,1,3,1,1,4,3,3,1,79,1,2,1,3,1,1,2,2,1,3,1,1,1,2,2,1,2
1,1,1,4,1,1,1,1,0,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,3,1,1,1,3,3,1,2,1,1,3,2,3,1,3,1,1,1,NA,1,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,1,4,4,4,1,NA,2,55,3,2,4,1,2,3,2,2,2,2,55,2,2,1,1,2,2,3,2,1,1,2,2,2,1,2,3,1,E,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1,1,3,0,2,2,3,4,1,2,3,1,3,0,1,1,55,1,NA,1,3,1,1,1,3,1,3,1,1,0,3,0,1,3
1,1,2,4,0,0,0,0,0,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,3,2,1,3,3,1,3,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,3,2,3,3,4,4,3,4,2,2,3,4,2,4,4,4,4,3,4,4,1,1,2,2,2,4,3,5,1,2,3,2,2,2,3,54,1,2,1,1,2,2,3,1,1,1,2,2,2,2,2,2,2,E,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,6,3,0,1,3,1,4,3,2,4,0,3,1,0,4,1,3,2,54,1,2,3,3,1,3,2,1,1,2,1,1,1,2,0,1,2
1,1,1,5,0,0,1,0,0,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,6,2,2,1,3,1,1,2,NA,2,1,1,1,NA,2,1,2,1,1,1,NA,2,1,1,1,1,4,4,3,3,2,4,4,1,4,4,1,4,1,1,4,4,4,1,2,2,16,4,2,2,1,2,2,2,2,1,1,74,1,1,2,1,3,2,3,3,1,1,2,1,1,1,2,3,1,E,4,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,8,3,1,1,3,3,5,1,3,4,0,3,2,0,5,2,2,1,74,1,2,1,3,1,1,NA,2,1,3,1,1,0,3,1,1,3
2,2,1,1,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,3,1,3,1,1,2,2,2,NA,2,3,3,1,1,2,2,2,2,2,2,3,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,NA,2,60,4,2,2,1,2,2,2,1,NA,2,60,2,2,NA,2,NA,3,NA,3,2,1,NA,1,2,1,2,NA,2,E,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,2,NA,3,0,1,1,0,1,0,3,2,60,1,NA,3,3,1,3,2,3,1,2,1,1,1,NA,0,1,4
2,1,NA,NA,1,0,1,0,0,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,NA,1,2,2,3,1,NA,1,1,2,1,1,1,2,2,2,1,3,1,3,1,2,1,1,1,4,4,4,4,4,2,2,4,2,4,4,4,4,4,2,2,4,1,4,1,2,2,15,1,2,2,1,2,2,1,2,2,1,52,1,1,1,1,1,2,3,3,NA,1,1,2,1,2,2,3,2,C,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,1,3,3,0,3,3,0,0,1,1,2,52,1,2,3,1,NA,1,2,2,1,3,1,1,0,3,1,1,3
1,1,1,5,0,0,1,1,0,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,NA,2,3,NA,1,NA,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,4,2,2,1,NA,4,4,NA,4,1,4,4,4,4,4,4,4,4,4,1,NA,2,4,4,2,4,1,2,2,1,2,1,3,76,1,2,2,1,1,3,3,3,2,NA,1,1,1,1,2,NA,2,E,4,1,0,0,0,1,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,1,3,NA,NA,3,NA,4,NA,3,2,0,NA,NA,2,2,76,1,NA,3,NA,1,NA,2,2,1,3,1,1,0,NA,1,1,4
1,1,1,5,1,1,0,0,0,1,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,3,2,1,3,3,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,1,1,2,7,4,6,5,1,2,3,3,1,2,4,80,1,2,2,2,NA,2,2,3,2,1,2,2,2,2,2,2,2,E,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,1,3,0,3,4,2,4,0,3,2,0,4,0,2,2,80,1,1,3,3,1,1,2,2,1,3,1,1,0,2,0,1,2
1,4,1,4,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,3,3,1,1,1,1,1,2,1,1,2,2,1,3,NA,2,1,2,NA,2,1,2,2,4,4,4,4,4,3,4,1,4,4,4,4,3,4,4,4,4,1,NA,2,35,3,1,1,2,2,3,1,2,2,2,51,2,2,2,1,2,2,2,3,1,1,1,1,2,1,2,1,1,P,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,2,0,1,3,0,3,2,1,4,0,3,3,0,3,0,1,1,51,1,NA,3,3,1,1,2,2,0,3,1,1,0,1,0,1,1
1,1,1,5,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,5,2,1,3,1,1,3,3,1,1,2,1,1,2,2,1,3,NA,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,1,2,2,64,4,3,2,1,2,3,3,1,3,1,64,2,2,1,1,NA,3,3,2,2,2,1,1,NA,1,NA,1,1,E,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,0,0,2,0,3,1,1,4,0,3,3,0,3,0,1,1,64,1,2,3,1,1,3,2,2,1,3,1,1,0,1,0,1,1
3,4,1,5,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,1,3,2,1,1,1,2,1,1,1,1,2,2,2,1,1,4,4,4,2,1,2,1,1,1,2,4,4,4,4,1,4,4,4,4,1,NA,2,40,1,2,2,1,1,2,2,2,1,2,53,3,1,1,1,3,3,3,2,1,1,1,1,1,1,2,3,1,C,3,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,3,1,1,3,1,3,2,3,2,0,3,1,0,4,1,3,1,53,1,NA,3,1,1,3,1,2,1,3,1,1,1,3,0,1,3
1,1,1,4,1,1,1,1,0,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,3,1,1,1,1,1,1,2,1,2,1,1,3,1,1,2,1,1,1,1,3,3,4,4,4,2,2,4,1,4,4,4,4,4,4,4,4,4,4,1,1,2,51,4,6,2,1,2,2,2,1,2,1,69,1,1,NA,1,2,2,2,2,1,NA,NA,2,1,1,1,3,1,E,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,3,1,3,4,1,3,3,1,3,0,1,1,69,1,1,3,3,1,1,2,1,1,3,1,1,0,3,0,1,3
NA,1,1,5,1,0,1,0,0,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,4,2,1,3,3,1,1,2,1,NA,1,1,1,3,3,1,1,1,3,2,2,3,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,12,4,6,5,1,2,2,3,1,2,1,80,1,1,2,1,2,3,NA,3,1,1,2,1,2,1,1,2,2,E,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,1,2,NA,0,3,1,0,2,0,3,2,80,1,2,3,3,1,1,3,3,1,2,1,1,1,2,0,1,2
1,1,1,5,1,1,1,0,0,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,3,1,1,2,2,1,1,3,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,NA,2,61,4,1,2,2,2,2,2,2,2,3,62,3,2,2,1,2,2,3,1,1,2,2,1,2,2,1,NA,2,C,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,NA,4,0,3,3,0,0,0,1,2,62,1,NA,3,3,1,1,2,1,0,3,1,1,0,NA,0,1,4
1,1,1,5,1,0,0,0,0,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,1,3,2,2,3,1,1,2,2,3,2,1,2,2,2,3,2,2,1,3,3,4,4,4,2,2,2,2,2,4,4,4,4,2,4,4,4,4,1,2,2,35,2,3,4,1,2,2,3,2,2,4,66,2,1,2,1,2,2,3,3,1,1,2,2,2,1,1,2,2,C,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,4,2,4,0,2,1,0,2,0,3,2,66,1,2,1,2,1,3,2,3,1,3,1,1,1,2,0,1,2
3,1,1,5,0,0,0,0,0,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,3,1,3,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,3,1,2,2,4,4,4,4,2,4,4,4,4,4,4,4,4,1,4,4,2,1,1,2,28,1,2,4,2,2,1,2,1,1,4,63,3,2,3,1,3,2,2,3,1,1,2,1,2,2,2,3,2,C,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,1,4,3,2,0,3,1,0,1,0,3,2,63,1,1,1,3,1,3,2,2,1,3,1,1,1,3,0,1,3
1,1,1,5,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,NA,1,NA,1,1,3,1,1,2,1,NA,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,1,1,2,50,4,3,5,1,2,1,2,1,1,2,79,2,1,NA,1,3,3,NA,1,1,NA,1,NA,1,1,2,2,2,C,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,2,2,4,0,1,1,0,2,0,3,2,79,1,1,1,NA,1,NA,1,NA,1,3,1,1,1,2,0,1,2
1,1,1,5,1,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,5,2,2,2,3,1,1,1,1,2,2,2,2,2,2,NA,2,NA,2,2,3,1,2,1,1,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,1,2,2,60,4,2,1,2,2,2,2,1,2,3,62,2,2,NA,2,NA,2,2,3,1,1,2,2,2,2,2,2,1,E,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,3,3,2,4,0,NA,2,1,3,0,2,1,62,1,2,2,3,1,1,2,2,1,3,1,1,0,2,0,1,2
