followpa,readnews,tvnews,internet,contact,attend,contrib,workpol,joinint,regist,vote,union,profsoc,relorg,fratgrp,servgrp,polgrp,vetgrp,collgrp,neihgrp,schlgrp,ythgrp,sprtgrp,feegrps,board,attnrel,trustoff,obggrps,oppsucc,incdiff,haves,ineqinc,ineqfut,curinc,achieve,hardwork,classdiv,afirmact,upmobil,dwnmobil,gvtdomor,govtprog,headst,medicaid,fdstamp,welfare1,pubhous,schaid,collgrnt,socsec,medicare,medaid2,welfare2,eitc,collgrt2,stuloans,vetben,unemploy,govtpen,wrkcomp,fdstmp2,pubhou2,busloan,gibill,mtgdedt,headst2,wic,disabity,ptyid,politics,pres,longlive,worksit,healthin,maritial,children,race,econsit,feconsit,parents,coecosit,educ,agerec,courtnew,partback,judgelec,votejude,stjudele,goodjudg,coconfli,viewjudg,judgshie,judbckgr,ampeople,corctdec,judgacct,persbelf,mediacov,income,sexrec,tzone,agegrp,allwt,socsecsf,medcrsf,medcdsf,welfself,EITCself,colgself,stulnsel,vetbself,unempsel,govpensf,wkcmpsef,fdstpsel,pubhsslf,buslnsf,gibilsef,mtgdself,hdstrtsf,wicself,disblsef,soccitzn,soccit2,grntloan,votealwy,votescal,meantest,nonmeans,educrcd,incomercd,follorcd,trustofrd,gvtdomor2,govtprog2,unionrcd,nonmean2,meantst2,govprogr,sexrd,agerd,ptyidrd,polorit,oppsucrd,incdiffrd,havercd,ineqinrd,upmobrd,dwnmobrd,healthrcd,college,partyrd,partyrd2,govprord,income2,meantst3,over50,income4rcd
1,4,1,5,1,0,0,0,0,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,3,1,1,1,2,1,1,2,1,1,2,1,3,3,1,3,3,3,1,3,1,3,2,2,3,4,1,2,4,1,4,4,3,4,4,4,4,2,2,3,1,2,2,25,6,NA,1,1,6,3,3,3,3,2,52,2,1,1,1,2,3,3,2,2,1,1,2,1,1,2,1,1,Z,3,NA,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,6,3,1,1,3,3,2,2,1,4,0,1,3,0,2,2,1,1,52,1,2,3,1,1,1,2,1,NA,3,1,1,0,1,2,1,1
1,1,1,4,1,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,3,1,3,2,2,NA,2,2,NA,NA,1,2,2,2,3,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,1,NA,2,60,4,4,2,1,2,2,3,2,2,2,67,2,2,1,1,1,2,3,1,1,1,2,1,NA,NA,1,2,2,E,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,3,0,3,2,2,4,0,NA,NA,0,3,0,NA,2,67,1,NA,3,3,1,1,2,2,1,1,1,1,NA,2,0,1,2
1,1,1,5,0,0,0,0,0,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,1,1,3,1,3,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,1,2,60,4,2,2,1,1,2,2,1,2,1,60,3,1,1,2,NA,3,2,1,1,1,1,2,2,1,1,2,1,E,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,1,2,4,0,3,3,0,2,0,1,1,60,1,1,3,2,1,1,1,2,1,3,1,1,0,2,0,1,2
3,1,1,5,1,1,0,0,0,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,3,1,1,1,3,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,3,3,4,1,2,2,2,2,2,4,2,1,4,4,4,3,2,3,1,3,NA,2,62,4,2,3,1,2,3,3,3,3,2,62,2,2,1,1,1,3,NA,2,2,2,1,1,2,2,1,1,2,E,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,7,3,0,1,3,3,3,2,1,2,0,3,1,0,3,3,3,2,62,3,NA,3,1,1,1,3,2,1,3,3,3,1,1,3,1,1
3,1,1,5,1,1,0,0,0,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,3,1,1,1,3,1,3,1,1,1,3,2,1,1,1,1,1,1,1,1,1,3,3,4,1,2,2,2,2,2,4,2,1,4,4,4,3,2,3,1,3,NA,2,63,4,2,3,1,2,3,3,3,3,2,63,2,2,1,1,1,3,NA,2,2,2,1,1,2,2,1,1,2,E,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,7,3,0,1,3,3,3,2,1,2,0,3,1,0,3,3,3,2,63,3,NA,3,1,1,1,3,2,1,3,3,3,1,1,3,1,1
2,4,4,1,1,0,0,0,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,1,1,2,2,1,2,3,1,NA,1,3,1,3,2,4,4,4,2,NA,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,3,2,19,1,2,2,1,2,1,3,1,1,4,53,2,2,2,1,2,1,3,3,1,1,2,1,2,2,1,7,1,E,3,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,1,3,NA,1,4,7,3,0,2,3,0,1,NA,1,1,53,3,3,2,2,1,2,2,1,1,2,3,3,0,5,0,1,4
1,1,2,5,0,0,1,0,0,1,1,1,NA,1,2,2,2,2,2,2,2,1,1,2,2,5,2,2,2,1,1,1,2,1,3,1,1,NA,1,2,2,3,1,2,3,3,3,3,2,2,2,2,2,3,4,4,1,3,2,1,2,4,4,1,2,2,4,4,3,3,1,50,1,2,4,1,6,1,1,1,1,1,52,1,1,1,1,3,2,1,1,1,2,1,1,1,1,2,2,1,P,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,3,0,1,3,1,4,1,2,4,0,2,3,1,4,1,1,1,52,3,3,2,1,1,1,1,2,1,2,3,3,0,2,0,1,2
2,1,1,2,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,NA,3,1,2,2,1,1,3,3,1,2,2,1,2,3,3,2,2,2,3,3,3,2,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,3,3,1,2,4,6,2,1,2,2,1,1,1,1,65,2,2,3,1,2,2,1,1,2,1,1,1,2,1,1,3,1,M,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2,0,1,3,0,4,1,3,3,NA,1,3,0,4,0,1,1,65,3,3,1,2,2,1,1,2,1,2,3,3,0,3,0,1,3
1,1,2,2,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,3,2,3,1,1,1,2,2,1,2,1,NA,2,1,1,NA,1,2,2,4,3,3,4,4,NA,NA,NA,4,3,4,4,4,3,NA,2,4,3,NA,1,24,5,2,2,1,2,2,2,1,2,2,50,2,1,2,2,NA,2,3,3,2,1,2,1,1,2,NA,2,2,E,3,1,0,0,0,1,1,0,0,NA,NA,NA,0,1,0,0,0,1,NA,0,0,NA,NA,0,0,2,NA,NA,2,2,4,1,3,2,0,NA,NA,2,2,50,3,NA,2,1,1,2,2,2,1,3,3,3,0,2,NA,1,2
1,1,NA,NA,0,0,0,0,0,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,NA,1,2,3,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,4,4,1,4,4,4,4,4,2,4,4,4,3,2,1,15,4,2,1,1,2,2,2,1,2,2,87,2,2,2,1,2,1,NA,1,1,1,2,1,1,2,NA,2,1,P,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,3,2,2,4,1,1,1,0,3,0,3,1,87,3,2,2,2,1,NA,2,2,1,3,3,3,1,2,0,1,2
1,1,1,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,1,1,3,1,1,3,2,3,2,1,2,1,1,1,1,1,3,3,2,NA,1,1,4,4,3,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,4,3,1,NA,21,3,1,2,1,6,3,3,3,NA,3,62,1,3,1,2,NA,1,NA,4,1,1,NA,1,1,2,1,2,1,E,4,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,1,3,2,1,3,2,4,0,3,1,0,2,1,3,1,62,3,1,1,3,1,1,1,1,0,3,3,3,1,2,1,1,2
1,1,1,5,0,0,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,1,1,3,2,2,3,1,1,2,2,2,2,3,1,1,1,3,2,1,1,3,2,4,2,2,4,4,4,2,4,4,2,4,4,4,4,4,2,4,3,3,1,61,2,1,2,1,2,1,2,2,2,1,67,2,1,2,1,2,2,3,2,1,1,1,2,2,1,2,2,2,C,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,1,2,4,0,2,3,0,1,0,1,2,67,3,3,2,1,1,3,2,2,0,3,3,3,0,2,0,1,2
1,NA,1,1,1,0,1,0,0,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,3,1,2,1,2,2,3,2,3,3,1,1,2,2,3,2,2,1,1,1,1,3,1,1,3,4,4,3,3,4,2,3,4,4,4,3,4,4,4,3,4,3,4,3,3,1,49,4,2,2,1,2,1,1,1,2,2,53,1,NA,2,1,2,1,2,1,1,1,NA,1,2,2,1,2,1,E,3,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,7,3,0,0,2,4,3,2,2,4,1,2,2,0,3,4,2,1,53,3,3,1,2,2,3,2,3,1,3,3,3,0,2,3,1,2
1,1,1,4,1,0,0,0,0,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,4,2,1,2,NA,2,2,2,2,3,1,2,2,1,3,NA,1,1,2,1,2,1,2,1,3,1,4,4,2,2,2,1,1,4,1,4,4,4,1,3,4,4,4,3,2,1,8,4,3,2,1,2,2,1,1,2,3,71,2,2,2,1,3,3,3,1,1,1,2,1,2,2,2,3,1,E,4,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,7,3,0,1,3,0,7,3,3,4,0,NA,1,0,7,0,3,1,71,3,2,2,NA,2,2,1,3,1,3,3,3,1,3,0,1,3
2,3,2,5,1,0,0,0,0,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,3,1,1,1,2,3,1,1,2,2,2,3,3,2,2,2,3,3,3,2,4,4,4,4,NA,1,1,4,4,4,2,4,4,4,4,1,4,4,4,3,3,1,21,6,2,2,1,2,1,3,1,1,3,53,2,1,3,NA,NA,2,NA,2,1,1,NA,2,2,1,2,4,2,E,3,1,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,1,3,NA,1,3,4,3,0,1,3,0,2,NA,1,2,53,3,3,2,3,1,1,2,2,1,2,3,3,0,4,0,1,3
1,1,1,2,1,0,1,1,0,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,5,1,1,1,2,2,1,2,3,3,1,1,2,2,2,3,3,1,3,1,1,1,3,1,3,3,4,4,4,4,4,4,1,4,4,4,4,4,1,1,4,4,4,3,3,1,12,4,2,2,1,2,1,1,1,2,4,68,2,1,3,1,2,1,3,3,1,1,2,2,2,2,2,7,1,E,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,3,0,1,3,0,5,4,7,4,1,1,3,0,5,0,1,1,68,3,3,1,2,2,1,2,2,1,3,3,3,0,5,0,1,4
1,1,1,3,1,1,1,0,0,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,NA,2,2,2,2,3,1,2,2,2,2,3,1,1,2,1,2,2,1,1,3,4,4,4,4,2,2,4,4,4,4,4,4,4,1,3,4,4,4,3,3,1,36,4,2,2,1,2,1,1,1,1,2,61,2,2,2,1,2,1,NA,1,1,1,2,1,2,2,2,3,1,E,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,1,3,0,3,2,3,4,1,1,1,0,3,0,3,1,61,3,3,1,NA,2,2,2,2,1,3,3,3,1,3,0,1,3
1,1,1,4,1,1,1,1,0,1,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,3,3,1,1,2,NA,1,2,3,1,1,1,2,2,2,1,1,4,4,4,4,4,2,2,4,4,4,4,4,4,4,1,4,4,4,3,3,1,13,2,2,2,1,2,2,2,1,1,1,59,1,1,1,1,3,2,1,1,1,1,1,2,2,1,2,3,2,E,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,3,0,2,1,3,4,0,2,3,0,2,0,1,2,59,3,3,1,2,2,1,NA,1,1,3,3,3,0,3,0,1,3
1,1,1,2,1,1,1,0,0,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,3,3,1,1,2,2,2,3,3,2,2,3,3,3,2,1,1,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,3,3,1,28,4,2,2,1,2,2,2,1,1,2,63,1,1,1,1,2,1,3,1,1,1,1,2,2,1,2,4,1,C,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,2,4,4,1,1,3,0,2,0,1,1,63,3,3,1,2,2,2,2,2,1,3,3,3,0,4,0,1,3
1,1,1,1,1,0,1,1,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,NA,3,2,3,3,1,1,2,1,NA,3,3,1,1,1,1,3,NA,2,2,4,4,4,1,1,1,NA,4,2,4,4,4,4,4,1,4,4,4,3,3,2,15,1,2,1,1,2,1,1,3,1,2,59,2,2,1,2,NA,1,3,1,1,2,2,2,2,2,1,3,2,Z,3,1,0,0,0,0,1,1,1,NA,0,0,0,0,0,0,0,1,0,0,0,NA,NA,1,1,3,2,NA,2,3,4,0,1,3,0,NA,1,1,2,59,3,3,2,2,NA,3,1,NA,1,2,3,3,0,3,0,1,3
2,4,4,1,1,0,0,0,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,1,1,2,2,1,2,3,1,NA,1,3,1,3,2,4,4,4,2,NA,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,3,2,20,1,2,2,1,2,1,3,1,1,4,54,2,2,2,1,2,1,3,3,1,1,2,1,2,2,1,7,1,E,3,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,1,3,NA,1,4,7,3,0,2,3,0,1,NA,1,1,54,3,3,2,2,1,2,2,1,1,2,3,3,0,5,0,1,4
1,1,1,3,0,0,0,0,0,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,3,2,1,3,2,3,1,1,2,1,2,3,2,1,2,3,3,3,1,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,1,1,4,4,4,3,3,1,35,1,2,2,1,2,1,2,1,3,4,65,1,2,2,2,NA,2,3,1,1,1,1,2,2,1,2,2,1,E,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,2,1,1,3,0,2,4,2,4,0,1,2,0,3,0,2,1,65,3,3,2,3,2,1,1,2,1,3,3,3,0,2,0,1,2
1,2,1,5,1,0,0,1,0,1,1,1,NA,1,1,2,1,1,1,1,1,NA,NA,2,2,1,1,2,2,2,1,3,2,2,2,1,1,NA,1,2,1,3,1,1,2,2,2,2,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,12,4,2,5,1,2,1,2,1,1,4,92,1,3,1,2,NA,3,2,2,1,2,2,1,2,2,1,2,2,C,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,1,2,4,2,4,1,3,3,1,2,1,1,2,92,3,3,2,2,1,3,1,2,1,3,3,3,0,2,0,1,2
1,1,1,1,0,0,0,0,0,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,NA,1,1,1,1,3,1,1,NA,1,1,NA,2,2,2,2,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,3,1,35,1,2,2,1,2,1,2,1,1,3,59,2,2,1,NA,NA,2,NA,2,1,1,NA,1,2,1,2,NA,1,E,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,0,1,3,NA,4,0,NA,2,0,1,0,2,1,59,3,3,2,NA,1,1,1,1,1,3,3,3,0,NA,0,1,4
1,1,2,5,0,0,1,0,0,1,1,1,NA,1,2,2,2,2,2,2,2,1,1,2,2,5,2,2,2,1,1,1,2,1,3,1,1,NA,1,2,2,3,1,2,3,3,3,3,2,2,2,2,2,3,4,4,1,3,2,1,2,4,4,1,2,2,4,4,3,3,1,45,1,2,4,1,4,1,1,1,1,1,51,1,1,1,1,3,2,1,1,1,2,1,1,1,1,2,2,1,P,3,NA,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,3,0,1,3,1,4,1,2,4,0,2,3,1,4,1,1,1,51,3,3,2,1,1,1,1,2,1,2,3,3,0,2,0,1,2
2,1,1,2,0,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,NA,3,1,2,2,1,1,3,3,1,2,2,1,2,3,3,2,2,2,3,3,3,2,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,4,3,3,1,4,4,6,2,1,2,2,1,1,1,1,66,2,2,3,1,2,2,1,1,2,1,1,1,2,1,1,3,1,M,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,2,0,1,3,0,4,1,3,3,NA,1,3,0,4,0,1,1,66,3,3,1,2,2,1,1,2,1,2,3,3,0,3,0,1,3
1,1,2,2,1,1,0,0,0,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,3,2,2,2,1,2,1,3,1,1,1,2,1,3,2,1,1,3,3,3,3,1,2,2,4,4,4,4,2,2,2,2,4,4,4,2,4,2,4,4,4,3,3,1,65,4,2,2,1,2,1,2,1,1,3,65,1,1,3,2,NA,2,3,2,1,1,NA,1,1,1,1,NA,2,C,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,NA,4,0,1,2,0,0,0,2,2,65,3,3,2,2,2,1,2,1,1,3,3,3,0,NA,0,1,4
1,4,1,1,1,0,1,0,0,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,3,2,2,2,3,1,2,1,1,1,2,1,1,3,1,1,3,3,3,3,3,1,3,2,4,4,1,4,4,4,4,4,1,4,4,4,4,1,4,4,4,3,3,1,52,1,2,2,1,2,1,1,1,1,1,52,1,1,1,1,2,NA,1,4,1,NA,1,2,1,1,2,6,1,C,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,0,1,3,1,3,1,6,4,0,1,1,0,3,1,3,1,52,3,3,2,2,2,3,1,1,1,3,3,3,1,5,0,1,4
1,4,1,3,1,0,1,1,0,1,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,3,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,3,3,1,10,4,2,2,1,2,2,2,1,2,1,70,2,2,2,1,2,1,3,3,1,2,2,2,2,1,2,3,1,P,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,3,1,3,1,3,4,1,3,1,0,3,1,3,1,70,3,3,2,2,1,2,2,2,1,2,3,3,1,3,0,1,3
1,1,NA,NA,0,0,0,0,0,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,NA,1,2,3,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,4,4,1,4,4,4,4,4,2,4,4,4,3,2,1,12,4,2,1,1,2,2,2,1,2,2,84,2,2,2,1,2,1,NA,1,1,1,2,1,1,2,NA,2,1,P,4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,3,2,2,4,1,1,1,0,3,0,3,1,84,3,2,2,2,1,NA,2,2,1,3,3,3,1,2,0,1,2
1,1,1,NA,0,0,1,0,0,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,1,2,1,2,NA,2,3,1,1,2,3,1,2,3,2,2,2,2,2,2,1,3,3,4,4,4,2,2,4,4,4,2,4,4,4,2,3,4,4,4,3,3,1,10,2,4,2,1,2,1,2,2,2,2,73,2,2,1,1,3,1,3,4,1,1,2,1,2,1,2,4,2,E,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,3,0,3,2,4,4,0,2,3,1,3,0,1,2,73,3,3,1,2,1,2,3,1,1,3,3,3,0,4,0,1,3
1,1,1,2,1,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,1,1,1,2,1,1,2,2,2,3,2,2,2,3,3,2,2,1,1,1,4,4,1,2,2,4,2,4,2,4,4,4,4,2,4,4,4,3,3,1,70,4,3,5,1,2,2,3,2,2,2,76,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,2,2,C,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,1,2,2,2,4,1,1,2,0,2,1,2,2,76,3,3,2,3,1,1,2,2,1,3,3,3,0,2,0,1,2
1,1,1,5,1,0,1,1,0,1,1,2,NA,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,3,1,2,3,2,1,3,2,1,2,1,NA,3,3,1,1,1,3,3,1,1,3,3,4,4,3,4,4,1,4,4,4,4,4,4,1,1,4,NA,4,3,3,2,30,4,2,2,1,2,3,1,1,2,1,80,2,2,1,1,2,2,1,1,1,1,1,1,2,1,NA,2,1,P,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,NA,0,NA,NA,0,1,3,NA,5,1,2,4,1,1,3,0,5,NA,1,1,80,3,3,3,1,2,3,1,NA,1,3,3,3,0,2,NA,1,2
1,1,2,1,1,1,1,0,0,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,3,2,2,3,1,2,2,1,2,2,3,1,1,1,1,1,1,1,2,2,4,3,3,3,2,2,2,NA,NA,NA,1,1,1,3,4,2,4,3,3,1,20,1,3,2,1,2,1,1,1,1,4,62,1,1,2,1,3,2,3,2,1,NA,2,2,2,2,1,4,1,C,4,1,0,0,0,1,1,1,0,0,0,NA,NA,NA,1,1,1,1,0,0,0,NA,NA,1,1,3,NA,NA,4,4,4,0,2,3,0,NA,NA,1,1,62,3,3,2,3,2,3,1,2,1,3,3,3,0,4,NA,1,3
1,1,3,5,0,0,0,0,0,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,3,1,1,1,2,3,1,2,1,1,2,3,2,1,2,1,2,3,1,1,2,2,4,4,4,4,2,2,4,4,4,4,4,4,4,2,3,1,4,3,3,1,23,1,2,2,1,2,1,2,2,1,3,56,2,1,3,1,2,1,3,3,1,2,2,1,2,2,2,5,2,P,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,3,2,0,3,5,4,0,1,2,0,0,2,2,2,56,3,3,1,3,1,1,1,2,1,3,3,3,0,5,2,1,4
1,1,1,5,1,0,1,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,NA,1,3,3,2,3,1,1,1,1,2,1,2,1,2,2,1,1,1,1,3,3,4,4,3,2,2,2,4,4,4,4,4,4,4,2,4,4,4,3,2,1,75,4,3,5,1,2,2,2,2,2,1,76,1,2,1,1,2,1,2,3,1,1,1,1,1,1,2,1,2,C,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,1,2,1,1,4,1,3,2,0,2,1,2,2,76,3,2,1,NA,1,3,1,2,1,3,3,3,0,1,0,1,1
1,2,1,5,1,0,1,0,0,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,3,2,2,1,3,1,1,3,2,2,1,1,1,2,1,3,2,1,1,3,2,2,2,2,3,3,4,4,1,4,2,3,4,4,4,4,4,4,4,1,4,4,4,3,2,1,23,4,1,2,1,2,2,2,1,2,1,74,2,1,1,1,2,2,NA,2,1,1,1,2,2,1,2,3,2,C,4,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,3,0,1,3,1,4,1,3,4,0,1,2,0,4,1,2,2,74,3,2,1,3,1,1,2,1,0,2,3,3,0,3,0,1,3
2,1,4,5,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,NA,1,1,1,2,3,1,2,1,3,3,1,3,1,1,1,1,1,1,1,3,3,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,3,3,1,41,4,2,2,1,2,1,2,1,1,1,67,2,3,2,2,NA,1,1,1,1,1,1,1,2,2,2,5,2,M,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,1,3,0,3,1,5,3,0,3,3,0,3,0,1,2,67,3,3,1,NA,1,1,3,3,1,3,3,3,0,5,0,1,4
1,1,1,5,1,1,0,0,0,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,1,2,2,1,2,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,4,4,4,4,4,4,2,4,4,4,4,3,2,1,74,5,4,3,1,2,2,2,2,2,1,74,2,2,NA,2,NA,1,2,1,1,2,2,2,NA,2,1,3,2,M,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,2,1,3,4,1,2,1,0,2,0,3,2,74,3,2,2,2,2,2,1,NA,1,3,3,3,1,3,0,1,3
1,1,1,2,1,0,0,0,0,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,5,2,1,2,3,1,1,1,1,2,1,2,2,3,1,1,3,1,3,3,3,1,3,1,3,4,4,4,1,1,1,4,4,4,4,4,4,4,4,1,4,4,4,3,1,2,59,1,3,5,1,2,3,1,1,1,1,59,1,1,1,1,1,3,1,2,1,1,1,1,2,2,1,1,2,P,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,3,1,1,3,2,2,1,1,4,0,3,3,0,3,1,1,2,59,3,1,2,3,1,1,3,1,1,3,3,3,0,1,0,1,1
4,1,1,5,0,0,0,0,0,3,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,3,3,2,1,2,2,3,3,1,1,1,2,3,2,3,3,1,1,1,1,1,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,1,1,4,3,2,1,2,2,2,2,2,2,74,2,NA,2,2,NA,1,3,2,1,1,2,1,2,1,NA,2,2,C,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,NA,1,3,2,2,1,1,2,3,0,3,1,1,2,74,3,3,3,2,1,2,2,3,1,2,3,3,0,2,0,1,2
